测点,X,Y,Z
4841,405,155,-1013.449086
4842,410,155,-1013.974677
4843,415,155,-1014.476378
4844,420,155,-1014.955053
4845,425,155,-1015.411411
4846,430,155,-1015.846063
4847,435,155,-1016.259573
4848,440,155,-1016.652493
4849,445,155,-1017.025391
4850,450,155,-1017.37887
4851,455,155,-1017.713576
4852,460,155,-1018.030203
4853,465,155,-1018.329493
4854,470,155,-1018.612224
4855,475,155,-1018.879196
4856,480,155,-1019.131211
4857,485,155,-1019.369026
4858,490,155,-1019.59328
4859,495,155,-1019.804327
4860,500,155,-1020.001903
4861,505,155,-1020.184676
4862,510,155,-1020.350964
4863,-200,160,-881.0125278
4864,-195,160,-881.6709134
4865,-190,160,-882.3466875
4866,-185,160,-883.032061
4867,-180,160,-883.7238081
4868,-175,160,-884.4166091
4869,-170,160,-885.0947009
4870,-165,160,-885.6766483
4871,-160,160,-886.1869815
4872,-155,160,-886.6471091
4873,-150,160,-887.0596364
4874,-145,160,-887.4287723
4875,-140,160,-887.7597822
4876,-135,160,-888.0538028
4877,-130,160,-888.3113895
4878,-125,160,-888.534207
4879,-120,160,-888.7250352
4880,-115,160,-888.8881603
4881,-110,160,-889.0291119
4882,-105,160,-889.1547926
4883,-100,160,-889.2719886
4884,-95,160,-889.3869684
4885,-90,160,-889.5053456
4886,-85,160,-889.6319643
4887,-80,160,-889.7709698
4888,-75,160,-889.9260244
4889,-70,160,-890.1005668
4890,-65,160,-890.2980316
4891,-60,160,-890.5219998
4892,-55,160,-890.7763563
4893,-50,160,-891.0655225
4894,-45,160,-891.3947462
4895,-40,160,-891.7702219
4896,-35,160,-892.1985601
4897,-30,160,-892.6860223
4898,-25,160,-893.2387894
4899,-20,160,-893.8623682
4900,-15,160,-894.5631276
4901,-10,160,-895.3493875
4902,-5,160,-896.2317246
4903,0,160,-897.2225104
4904,5,160,-898.3293621
4905,10,160,-899.5495183
4906,15,160,-900.8668336
4907,20,160,-902.2507444
4908,25,160,-903.6589705
4909,30,160,-905.0434088
4910,35,160,-906.3639509
4911,40,160,-907.6024179
4912,45,160,-908.7696633
4913,50,160,-909.8923398
4914,55,160,-910.9983429
4915,60,160,-912.1135849
4916,65,160,-913.2524539
4917,70,160,-914.4135927
4918,75,160,-915.5847202
4919,80,160,-916.7527942
4920,85,160,-917.9131338
4921,90,160,-919.0723973
4922,95,160,-920.2443671
4923,100,160,-921.4419676
4924,105,160,-922.6697337
4925,110,160,-923.9173505
4926,115,160,-925.1539181
4927,120,160,-926.3444935
4928,125,160,-927.4721735
4929,130,160,-928.5827695
4930,135,160,-929.7784155
4931,140,160,-931.1857904
4932,145,160,-932.8736565
4933,150,160,-934.8824173
4934,155,160,-937.1603188
4935,160,160,-939.6180193
4936,165,160,-942.1730183
4937,170,160,-944.7426522
4938,175,160,-947.2579558
4939,180,160,-949.6712313
4940,185,160,-951.9506095
4941,190,160,-954.0799027
4942,195,160,-956.0763335
4943,200,160,-957.971461
4944,205,160,-959.7994606
4945,210,160,-961.590117
4946,215,160,-963.3641926
4947,220,160,-965.1492409
4948,225,160,-966.985749
4949,230,160,-968.9196406
4950,235,160,-970.9723098
4951,240,160,-973.1084135
4952,245,160,-975.2319492
4953,250,160,-977.2321946
4954,255,160,-979.0449055
4955,260,160,-980.6675694
4956,265,160,-982.132793
4957,270,160,-983.4919948
4958,275,160,-984.801198
4959,280,160,-986.1122901
4960,285,160,-987.4643961
4961,290,160,-988.8762245
4962,295,160,-990.3432033
4963,300,160,-991.8456383
4964,305,160,-993.3610721
4965,310,160,-994.8692817
4966,315,160,-996.3535101
4967,320,160,-997.7999395
4968,325,160,-999.1970477
4969,330,160,-1000.535358
4970,335,160,-1001.807563
4971,340,160,-1003.008816
4972,345,160,-1004.136951
4973,350,160,-1005.192453
4974,355,160,-1006.178126
4975,360,160,-1007.098513
4976,365,160,-1007.95921
4977,370,160,-1008.766207
4978,375,160,-1009.525349
4979,380,160,-1010.241965
4980,385,160,-1010.920667
4981,390,160,-1011.565277
4982,395,160,-1012.17885
4983,400,160,-1012.763756
4984,405,160,-1013.321793
4985,410,160,-1013.854306
4986,415,160,-1014.362303
4987,420,160,-1014.846558
4988,425,160,-1015.307694
4989,430,160,-1015.746258
4990,435,160,-1016.16277
4991,440,160,-1016.557769
4992,445,160,-1016.931833
4993,450,160,-1017.2856
4994,455,160,-1017.619776
4995,460,160,-1017.935136
4996,465,160,-1018.232519
4997,470,160,-1018.51282
4998,475,160,-1018.776978
4999,480,160,-1019.025954
5000,485,160,-1019.260708
5001,490,160,-1019.482146
5002,495,160,-1019.691009
5003,500,160,-1019.88748
5004,505,160,-1020.069668
5005,510,160,-1020.231634
5006,-200,165,-880.9442327
5007,-195,165,-881.5895073
5008,-190,165,-882.2465458
5009,-185,165,-882.9119942
5010,-180,165,-883.5828217
5011,-175,165,-884.2550612
5012,-170,165,-884.919829
5013,-165,165,-885.5504774
5014,-160,165,-886.0568826
5015,-155,165,-886.5206613
5016,-150,165,-886.9315749
5017,-145,165,-887.303454
5018,-140,165,-887.6378324
5019,-135,165,-887.9363848
5020,-130,165,-888.2007948
5021,-125,165,-888.4326284
5022,-120,165,-888.6344862
5023,-115,165,-888.8102799
5024,-110,165,-888.9647504
5025,-105,165,-889.1039144
5026,-100,165,-889.2337973
5027,-95,165,-889.3601362
5028,-90,165,-889.4882422
5029,-85,165,-889.6228689
5030,-80,165,-889.7682209
5031,-75,165,-889.9280851
5032,-70,165,-890.1060306
5033,-65,165,-890.3056197
5034,-60,165,-890.5306385
5035,-55,165,-890.7853698
5036,-50,165,-891.0748764
5037,-45,165,-891.4050869
5038,-40,165,-891.7827825
5039,-35,165,-892.214985
5040,-30,165,-892.7082989
5041,-25,165,-893.2688788
5042,-20,165,-893.9028362
5043,-15,165,-894.6172582
5044,-10,165,-895.4207541
5045,-5,165,-896.3247888
5046,0,165,-897.3408213
5047,5,165,-898.4749215
5048,10,165,-899.7231361
5049,15,165,-901.0685021
5050,20,165,-902.4794536
5051,25,165,-903.9127401
5052,30,165,-905.3198256
5053,35,165,-906.6598903
5054,40,165,-907.9170547
5055,45,165,-909.103646
5056,50,165,-910.2486464
5057,55,165,-911.3820886
5058,60,165,-912.5277054
5059,65,165,-913.6942398
5060,70,165,-914.872567
5061,75,165,-916.0426618
5062,80,165,-917.1860826
5063,85,165,-918.2964398
5064,90,165,-919.3820082
5065,95,165,-920.4600872
5066,100,165,-921.5476162
5067,105,165,-922.6538572
5068,110,165,-923.7754931
5069,115,165,-924.8949858
5070,120,165,-925.9951251
5071,125,165,-927.075027
5072,130,165,-928.1775839
5073,135,165,-929.3780769
5074,140,165,-930.7733955
5075,145,165,-932.4220582
5076,150,165,-934.3571978
5077,155,165,-936.5295514
5078,160,165,-938.8635132
5079,165,165,-941.2817762
5080,170,165,-943.7023773
5081,175,165,-946.0583238
5082,180,165,-948.3046124
5083,185,165,-950.4169178
5084,190,165,-952.407252
5085,195,165,-954.3100629
5086,200,165,-956.1650069
5087,205,165,-958.0092315
5088,210,165,-959.8671982
5089,215,165,-961.7495961
5090,220,165,-963.6652784
5091,225,165,-965.6255044
5092,230,165,-967.636708
5093,235,165,-969.6888082
5094,240,165,-971.7458621
5095,245,165,-973.7483877
5096,250,165,-975.6341785
5097,255,165,-977.3662247
5098,260,165,-978.9425057
5099,265,165,-980.3896366
5100,270,165,-981.7489493
5101,275,165,-983.0741873
5102,280,165,-984.4223887
5103,285,165,-985.8495357
5104,290,165,-987.3760144
5105,295,165,-988.9834298
5106,300,165,-990.632855
5107,305,165,-992.2907166
5108,310,165,-993.9324941
5109,315,165,-995.5402248
5110,320,165,-997.099673
5111,325,165,-998.5987656
5112,330,165,-1000.027215
5113,335,165,-1001.376906
5114,340,165,-1002.642578
5115,345,165,-1003.822349
5116,350,165,-1004.917781
5117,355,165,-1005.933405
5118,360,165,-1006.875845
5119,365,165,-1007.752813
5120,370,165,-1008.572182
5121,375,165,-1009.34131
5122,380,165,-1010.066622
5123,385,165,-1010.753439
5124,390,165,-1011.405971
5125,395,165,-1012.027423
5126,400,165,-1012.620151
5127,405,165,-1013.18584
5128,410,165,-1013.725672
5129,415,165,-1014.240478
5130,420,165,-1014.730863
5131,425,165,-1015.197312
5132,430,165,-1015.640261
5133,435,165,-1016.060162
5134,440,165,-1016.457518
5135,445,165,-1016.832906
5136,450,165,-1017.186998
5137,455,165,-1017.520557
5138,460,165,-1017.834439
5139,465,165,-1018.129584
5140,470,165,-1018.407004
5141,475,165,-1018.667768
5142,480,165,-1018.912989
5143,485,165,-1019.143801
5144,490,165,-1019.361343
5145,495,165,-1019.566742
5146,500,165,-1019.761066
5147,505,165,-1019.945013
5148,510,165,-1020.102106
5149,-200,170,-880.8687458
5150,-195,170,-881.4980124
5151,-190,170,-882.1372409
5152,-185,170,-882.783978
5153,-180,170,-883.4352807
5154,-175,170,-884.0875533
5155,-170,170,-884.7358434
5156,-165,170,-885.3665753
5157,-160,170,-885.9268624
5158,-155,170,-886.3936478
5159,-150,170,-886.8109103
5160,-145,170,-887.1854672
5161,-140,170,-887.5244491
5162,-135,170,-887.8299242
5163,-130,170,-888.1025524
5164,-125,170,-888.3440242
5165,-120,170,-888.5570027
5166,-115,170,-888.7449277
5167,-110,170,-888.9119719
5168,-105,170,-889.0632522
5169,-100,170,-889.2041687
5170,-95,170,-889.3399396
5171,-90,170,-889.4755268
5172,-85,170,-889.6155281
5173,-80,170,-889.764154
5174,-75,170,-889.9253076
5175,-70,170,-890.1027479
5176,-65,170,-890.3003297
5177,-60,170,-890.5222927
5178,-55,170,-890.7735615
5179,-50,170,-891.0599772
5180,-45,170,-891.3879804
5181,-40,170,-891.7646958
5182,-35,170,-892.1973091
5183,-30,170,-892.692586
5184,-25,170,-893.2570793
5185,-20,170,-893.897616
5186,-15,170,-894.6220245
5187,-10,170,-895.4393699
5188,-5,170,-896.3610847
5189,0,170,-897.3971569
5190,5,170,-898.5514806
5191,10,170,-899.8186369
5192,15,170,-901.1811315
5193,20,170,-902.6077791
5194,25,170,-904.056659
5195,30,170,-905.4812561
5196,35,170,-906.8440606
5197,40,170,-908.1312705
5198,45,170,-909.3560402
5199,50,170,-910.5469022
5200,55,170,-911.7328924
5201,60,170,-912.9320918
5202,65,170,-914.1443544
5203,70,170,-915.3508469
5204,75,170,-916.5236732
5205,80,170,-917.6407152
5206,85,170,-918.69718
5207,90,170,-919.7073082
5208,95,170,-920.6961499
5209,100,170,-921.6880171
5210,105,170,-922.6983274
5211,110,170,-923.7300343
5212,115,170,-924.7756434
5213,120,170,-925.8278367
5214,125,170,-926.8891044
5215,130,170,-927.9954803
5216,135,170,-929.2013394
5217,140,170,-930.5752516
5218,145,170,-932.1605558
5219,150,170,-933.985506
5220,155,170,-936.0091101
5221,160,170,-938.1697661
5222,165,170,-940.3976851
5223,170,170,-942.6160338
5224,175,170,-944.7641147
5225,180,170,-946.8055236
5226,185,170,-948.7396122
5227,190,170,-950.6039349
5228,195,170,-952.4468284
5229,200,170,-954.3121697
5230,205,170,-956.2307644
5231,210,170,-958.2129266
5232,215,170,-960.2500651
5233,220,170,-962.3257218
5234,225,170,-964.4228753
5235,230,170,-966.5181288
5236,235,170,-968.5824514
5237,240,170,-970.5810397
5238,245,170,-972.4777103
5239,250,170,-974.2447547
5240,255,170,-975.8720806
5241,260,170,-977.3688906
5242,265,170,-978.7605386
5243,270,170,-980.0849071
5244,275,170,-981.3871106
5245,280,170,-982.7344203
5246,285,170,-984.2066389
5247,290,170,-985.8586578
5248,295,170,-987.6277251
5249,300,170,-989.4379174
5250,305,170,-991.2443971
5251,310,170,-993.0221841
5252,315,170,-994.7547896
5253,320,170,-996.4287241
5254,325,170,-998.0314574
5255,330,170,-999.5513456
5256,335,170,-1000.978695
5257,340,170,-1002.307218
5258,345,170,-1003.535139
5259,350,170,-1004.665405
5260,355,170,-1005.704923
5261,360,170,-1006.663154
5262,365,170,-1007.550567
5263,370,170,-1008.377359
5264,375,170,-1009.152608
5265,380,170,-1009.883859
5266,385,170,-1010.577041
5267,390,170,-1011.23659
5268,395,170,-1011.865674
5269,400,170,-1012.466454
5270,405,170,-1013.040339
5271,410,170,-1013.588214
5272,415,170,-1014.110625
5273,420,170,-1014.607929
5274,425,170,-1015.08041
5275,430,170,-1015.528356
5276,435,170,-1015.952123
5277,440,170,-1016.352165
5278,445,170,-1016.729056
5279,450,170,-1017.083498
5280,455,170,-1017.416315
5281,460,170,-1017.728452
5282,465,170,-1018.020953
5283,470,170,-1018.294946
5284,475,170,-1018.551624
5285,480,170,-1018.792219
5286,485,170,-1019.017977
5287,490,170,-1019.230119
5288,495,170,-1019.429767
5289,500,170,-1019.617695
5290,505,170,-1019.792759
5291,510,170,-1019.945193
5292,-200,175,-880.7852274
5293,-195,175,-881.3983934
5294,-190,175,-882.0209163
5295,-185,175,-882.650346
5296,-180,175,-883.2838123
5297,-175,175,-883.9179218
5298,-170,175,-884.5485637
5299,-165,175,-885.1686359
5300,-160,175,-885.7589327
5301,-155,175,-886.2641407
5302,-150,175,-886.6968428
5303,-145,175,-887.0772978
5304,-140,175,-887.4224999
5305,-135,175,-887.7348182
5306,-130,175,-888.0163043
5307,-125,175,-888.2680133
5308,-120,175,-888.4920837
5309,-115,175,-888.6915133
5310,-110,175,-888.8699586
5311,-105,175,-889.0317047
5312,-100,175,-889.181665
5313,-95,175,-889.324585
5314,-90,175,-889.4650784
5315,-85,175,-889.6075612
5316,-80,175,-889.756231
5317,-75,175,-889.9151323
5318,-70,175,-890.0883221
5319,-65,175,-890.2801166
5320,-60,175,-890.4953791
5321,-55,175,-890.739755
5322,-50,175,-891.0196658
5323,-45,175,-891.3420346
5324,-40,175,-891.7139891
5325,-35,175,-892.1426572
5326,-30,175,-892.6350944
5327,-25,175,-893.1985819
5328,-20,175,-893.8409492
5329,-15,175,-894.5706628
5330,-10,175,-895.397626
5331,-5,175,-896.3322483
5332,0,175,-897.3822964
5333,5,175,-898.5494202
5334,10,175,-899.8266689
5335,15,175,-901.1964077
5336,20,175,-902.629219
5337,25,175,-904.0862832
5338,30,175,-905.5252395
5339,35,175,-906.9151063
5340,40,175,-908.2438171
5341,45,175,-909.5251221
5342,50,175,-910.7840888
5343,55,175,-912.0441296
5344,60,175,-913.3143381
5345,65,175,-914.58352
5346,70,175,-915.8226002
5347,75,175,-916.9969416
5348,80,175,-918.0833885
5349,85,175,-919.0823589
5350,90,175,-920.0177248
5351,95,175,-920.9250509
5352,100,175,-921.83741
5353,105,175,-922.7762262
5354,110,175,-923.7482394
5355,115,175,-924.7517103
5356,120,175,-925.7811302
5357,125,175,-926.8360844
5358,130,175,-927.9468916
5359,135,175,-929.1470277
5360,140,175,-930.4858029
5361,145,175,-931.992397
5362,150,175,-933.6865066
5363,155,175,-935.5364095
5364,160,175,-937.4932816
5365,165,175,-939.4960389
5366,170,175,-941.4779954
5367,175,175,-943.3897569
5368,180,175,-945.2143379
5369,185,175,-946.9810669
5370,190,175,-948.7451884
5371,195,175,-950.5631286
5372,200,175,-952.4777219
5373,205,175,-954.5069138
5374,210,175,-956.6401667
5375,215,175,-958.8451037
5376,220,175,-961.0806997
5377,225,175,-963.3040515
5378,230,175,-965.4726429
5379,235,175,-967.5475939
5380,240,175,-969.4972833
5381,245,175,-971.3018585
5382,250,175,-972.9587703
5383,255,175,-974.4814971
5384,260,175,-975.8940185
5385,265,175,-977.2247678
5386,270,175,-978.5077116
5387,275,175,-979.776007
5388,280,175,-981.0851896
5389,285,175,-982.5704346
5390,290,175,-984.3567557
5391,295,175,-986.3150906
5392,300,175,-988.2928047
5393,305,175,-990.2445863
5394,310,175,-992.1535077
5395,315,175,-994.0076858
5396,320,175,-995.7951033
5397,325,175,-997.5022245
5398,330,175,-999.1147318
5399,335,175,-1000.619788
5400,340,175,-1002.008891
5401,345,175,-1003.280014
5402,350,175,-1004.438016
5403,355,175,-1005.493251
5404,360,175,-1006.459162
5405,365,175,-1007.349861
5406,370,175,-1008.178361
5407,375,175,-1008.9556
5408,380,175,-1009.690145
5409,385,175,-1010.388307
5410,390,175,-1011.05447
5411,395,175,-1011.691492
5412,400,175,-1012.301101
5413,405,175,-1012.88423
5414,410,175,-1013.441311
5415,415,175,-1013.972488
5416,420,175,-1014.477789
5417,425,175,-1014.957241
5418,430,175,-1015.410954
5419,435,175,-1015.839167
5420,440,175,-1016.242281
5421,445,175,-1016.62087
5422,450,175,-1016.975672
5423,455,175,-1017.307588
5424,460,175,-1017.617658
5425,465,175,-1017.907042
5426,470,175,-1018.176993
5427,475,175,-1018.428823
5428,480,175,-1018.663871
5429,485,175,-1018.883448
5430,490,175,-1019.088758
5431,495,175,-1019.280732
5432,500,175,-1019.459603
5433,505,175,-1019.624017
5434,510,175,-1019.771327
5435,-200,180,-880.6943976
5436,-195,180,-881.2924123
5437,-190,180,-881.8994369
5438,-185,180,-882.5131083
5439,-180,180,-883.1305977
5440,-175,180,-883.7486303
5441,-170,180,-884.363414
5442,-165,180,-884.9702774
5443,-160,180,-885.5596322
5444,-155,180,-886.1006343
5445,-150,180,-886.571411
5446,-145,180,-886.9771633
5447,-140,180,-887.331772
5448,-135,180,-887.6531483
5449,-130,180,-887.9433023
5450,-125,180,-888.204772
5451,-120,180,-888.439458
5452,-115,180,-888.6494495
5453,-110,180,-888.8378251
5454,-105,180,-889.0082048
5455,-100,180,-889.1649525
5456,-95,180,-889.3124722
5457,-90,180,-889.4550778
5458,-85,180,-889.5970156
5459,-80,180,-889.7424977
5460,-75,180,-889.8957884
5461,-70,180,-890.061352
5462,-65,180,-890.2440759
5463,-60,180,-890.4494817
5464,-55,180,-890.6837951
5465,-50,180,-890.9537983
5466,-45,180,-891.2664804
5467,-40,180,-891.628936
5468,-35,180,-892.0483663
5469,-30,180,-892.5324755
5470,-25,180,-893.089425
5471,-20,180,-893.7282121
5472,-15,180,-894.4582302
5473,-10,180,-895.2898601
5474,-5,180,-896.2320191
5475,0,180,-897.2899068
5476,5,180,-898.4630345
5477,10,180,-899.7432594
5478,15,180,-901.1132769
5479,20,180,-902.5462152
5480,25,180,-904.007688
5481,30,180,-905.4616372
5482,35,180,-906.8839572
5483,40,180,-908.2646867
5484,45,180,-909.6168507
5485,50,180,-910.9590955
5486,55,180,-912.3056351
5487,60,180,-913.6541295
5488,65,180,-914.9818744
5489,70,180,-916.2505256
5490,75,180,-917.4208162
5491,80,180,-918.4716127
5492,85,180,-919.4118216
5493,90,180,-920.2771961
5494,95,180,-921.115176
5495,100,180,-921.9676179
5496,105,180,-922.8604171
5497,110,180,-923.8015562
5498,115,180,-924.7886839
5499,120,180,-925.8136811
5500,125,180,-926.8724345
5501,130,180,-927.9784951
5502,135,180,-929.1610277
5503,140,180,-930.4481656
5504,145,180,-931.8631752
5505,150,180,-933.4164682
5506,155,180,-935.0834023
5507,160,180,-936.8244299
5508,165,180,-938.5883488
5509,170,180,-940.3225113
5510,175,180,-941.994307
5511,180,180,-943.6151434
5512,185,180,-945.2386555
5513,190,180,-946.9323433
5514,195,180,-948.754945
5515,200,180,-950.7412351
5516,205,180,-952.8924006
5517,210,180,-955.1745953
5518,215,180,-957.5309766
5519,220,180,-959.8978912
5520,225,180,-962.2150199
5521,230,180,-964.429653
5522,235,180,-966.4997621
5523,240,180,-968.3984522
5524,245,180,-970.1193205
5525,250,180,-971.6796561
5526,255,180,-973.1123819
5527,260,180,-974.4578682
5528,265,180,-975.7502211
5529,270,180,-977.0194037
5530,275,180,-978.2925781
5531,280,180,-979.6011831
5532,285,180,-981.0378378
5533,290,180,-982.9952187
5534,295,180,-985.1229873
5535,300,180,-987.2375045
5536,305,180,-989.3123365
5537,310,180,-991.3375022
5538,315,180,-993.304623
5539,320,180,-995.2023897
5540,325,180,-997.0147211
5541,330,180,-998.72216
5542,335,180,-1000.305863
5543,340,180,-1001.752948
5544,345,180,-1003.060576
5545,350,180,-1004.236576
5546,355,180,-1005.296636
5547,360,180,-1006.259967
5548,365,180,-1007.145484
5549,370,180,-1007.969481
5550,375,180,-1008.744718
5551,380,180,-1009.480465
5552,385,180,-1010.182994
5553,390,180,-1010.856217
5554,395,180,-1011.502321
5555,400,180,-1012.122296
5556,405,180,-1012.716376
5557,410,180,-1013.284372
5558,415,180,-1013.825914
5559,420,180,-1014.340625
5560,425,180,-1014.828233
5561,430,180,-1015.288647
5562,435,180,-1015.721989
5563,440,180,-1016.128612
5564,445,180,-1016.509101
5565,450,180,-1016.864254
5566,455,180,-1017.195062
5567,460,180,-1017.502687
5568,465,180,-1017.788423
5569,470,180,-1018.053662
5570,475,180,-1018.299855
5571,480,180,-1018.528457
5572,485,180,-1018.740866
5573,490,180,-1018.938317
5574,495,180,-1019.121733
5575,500,180,-1019.29149
5576,505,180,-1019.447306
5577,510,180,-1019.588937
5578,-200,185,-880.5976846
5579,-195,185,-881.1815617
5580,-190,185,-881.7744143
5581,-185,185,-882.3739475
5582,-180,185,-882.9774334
5583,-175,185,-883.5816712
5584,-170,185,-884.1830012
5585,-165,185,-884.7772918
5586,-160,185,-885.3587887
5587,-155,185,-885.9172691
5588,-150,185,-886.4183299
5589,-145,185,-886.8600262
5590,-140,185,-887.2447398
5591,-135,185,-887.5808892
5592,-130,185,-887.8818363
5593,-125,185,-888.1538767
5594,-120,185,-888.3987003
5595,-115,185,-888.6180604
5596,-110,185,-888.8147005
5597,-105,185,-888.991762
5598,-100,185,-889.1528917
5599,-95,185,-889.3023767
5600,-90,185,-889.444286
5601,-85,185,-889.5827575
5602,-80,185,-889.722083
5603,-75,185,-889.866818
5604,-70,185,-890.0218976
5605,-65,185,-890.1927488
5606,-60,185,-890.3853899
5607,-55,185,-890.6063553
5608,-50,185,-890.8624547
5609,-45,185,-891.1606574
5610,-40,185,-891.5080228
5611,-35,185,-891.9123693
5612,-30,185,-892.3821
5613,-25,185,-892.9268194
5614,-20,185,-893.5563463
5615,-15,185,-894.2816775
5616,-10,185,-895.1127516
5617,-5,185,-896.0568577
5618,0,185,-897.1169793
5619,5,185,-898.2908443
5620,10,185,-899.5695755
5621,15,185,-900.9366201
5622,20,185,-902.3680083
5623,25,185,-903.8343817
5624,30,185,-905.306949
5625,35,185,-906.7666961
5626,40,185,-908.2066631
5627,45,185,-909.6362619
5628,50,185,-911.0661111
5629,55,185,-912.4992219
5630,60,185,-913.9208046
5631,65,185,-915.2993405
5632,70,185,-916.588439
5633,75,185,-917.7470059
5634,80,185,-918.7591266
5635,85,185,-919.6441097
5636,90,185,-920.4504771
5637,95,185,-921.2372569
5638,100,185,-922.0542488
5639,105,185,-922.9295705
5640,110,185,-923.8694254
5641,115,185,-924.8656298
5642,120,185,-925.9026521
5643,125,185,-926.9693029
5644,130,185,-928.0691054
5645,135,185,-929.2187884
5646,140,185,-930.4442988
5647,145,185,-931.757784
5648,150,185,-933.1677962
5649,155,185,-934.6541605
5650,160,185,-936.1843605
5651,165,185,-937.7173718
5652,170,185,-939.2154796
5653,175,185,-940.6683754
5654,180,185,-942.1147529
5655,185,185,-943.6261044
5656,190,185,-945.2754013
5657,195,185,-947.1177615
5658,200,185,-949.1767382
5659,205,185,-951.4343526
5660,210,185,-953.8340345
5661,215,185,-956.2970477
5662,220,185,-958.7428572
5663,225,185,-961.1024772
5664,230,185,-963.3211228
5665,235,185,-965.3587576
5666,240,185,-967.1948639
5667,245,185,-968.8361939
5668,250,185,-970.3169256
5669,255,185,-971.6863526
5670,260,185,-972.9983775
5671,265,185,-974.2942963
5672,270,185,-975.6022529
5673,275,185,-976.9522788
5674,280,185,-978.3776067
5675,285,185,-979.9784921
5676,290,185,-981.9397301
5677,295,185,-984.1093506
5678,300,185,-986.2990427
5679,305,185,-988.4578498
5680,310,185,-990.5755475
5681,315,185,-992.6426943
5682,320,185,-994.6467233
5683,325,185,-996.5669895
5684,330,185,-998.3750615
5685,335,185,-1000.041048
5686,340,185,-1001.543758
5687,345,185,-1002.878795
5688,350,185,-1004.059284
5689,355,185,-1005.109713
5690,360,185,-1006.057815
5691,365,185,-1006.928676
5692,370,185,-1007.742073
5693,375,185,-1008.512152
5694,380,185,-1009.248213
5695,385,185,-1009.955814
5696,390,185,-1010.637825
5697,395,185,-1011.295302
5698,400,185,-1011.928167
5699,405,185,-1012.535716
5700,410,185,-1013.11698
5701,415,185,-1013.670976
5702,420,185,-1014.196868
5703,425,185,-1014.694067
5704,430,185,-1015.162277
5705,435,185,-1015.601517
5706,440,185,-1016.012118
5707,445,185,-1016.394701
5708,450,185,-1016.750152
5709,455,185,-1017.079588
5710,460,185,-1017.384318
5711,465,185,-1017.665802
5712,470,185,-1017.925606
5713,475,185,-1018.165349
5714,480,185,-1018.386646
5715,485,185,-1018.591041
5716,490,185,-1018.779913
5717,495,185,-1018.954385
5718,500,185,-1019.115247
5719,505,185,-1019.263043
5720,510,185,-1019.398471
5721,-200,190,-880.4963159
5722,-195,190,-881.0671046
5723,-190,190,-881.6471578
5724,-185,190,-882.2342517
5725,-180,190,-882.8257691
5726,-175,190,-883.4185652
5727,-170,190,-884.0090891
5728,-165,190,-884.5933029
5729,-160,190,-885.166762
5730,-155,190,-885.7229625
5731,-150,190,-886.2520609
5732,-145,190,-886.7233397
5733,-140,190,-887.139345
5734,-135,190,-887.5010004
5735,-130,190,-887.8230436
5736,-125,190,-888.1098283
5737,-120,190,-888.3661646
5738,-115,190,-888.5947557
5739,-110,190,-888.7986812
5740,-105,190,-888.9808463
5741,-100,190,-889.1444304
5742,-95,190,-889.2935979
5743,-90,190,-889.4323853
5744,-85,190,-889.5649226
5745,-80,190,-889.6956395
5746,-75,190,-889.829414
5747,-70,190,-889.9715684
5748,-65,190,-890.1279007
5749,-60,190,-890.3046428
5750,-55,190,-890.5083576
5751,-50,190,-890.7458144
5752,-45,190,-891.0239106
5753,-40,190,-891.3502807
5754,-35,190,-891.733261
5755,-30,190,-892.1827747
5756,-25,190,-892.7092881
5757,-20,190,-893.3245662
5758,-15,190,-894.0399931
5759,-10,190,-894.8651528
5760,-5,190,-895.8058667
5761,0,190,-896.8635942
5762,5,190,-898.0348622
5763,10,190,-899.3104825
5764,15,190,-900.6748564
5765,20,190,-902.1067134
5766,25,190,-903.5817797
5767,30,190,-905.0772895
5768,35,190,-906.5776143
5769,40,190,-908.0780141
5770,45,190,-909.5821799
5771,50,190,-911.0923807
5772,55,190,-912.6005732
5773,60,190,-914.0814019
5774,65,190,-915.4948913
5775,70,190,-916.7914911
5776,75,190,-917.9317788
5777,80,190,-918.9072339
5778,85,190,-919.7476029
5779,90,190,-920.5132047
5780,95,190,-921.2735347
5781,100,190,-922.0838558
5782,105,190,-922.9739091
5783,110,190,-923.9441853
5784,115,190,-924.9759329
5785,120,190,-926.0412954
5786,125,190,-927.1194775
5787,130,190,-928.2094839
5788,135,190,-929.3209077
5789,140,190,-930.4742716
5790,145,190,-931.6832882
5791,150,190,-932.9532384
5792,155,190,-934.2711822
5793,160,190,-935.6102924
5794,165,190,-936.9399297
5795,170,190,-938.2341862
5796,175,190,-939.5064712
5797,180,190,-940.8166384
5798,185,190,-942.2461908
5799,190,190,-943.8659136
5800,195,190,-945.7244709
5801,200,190,-947.8326187
5802,205,190,-950.154395
5803,210,190,-952.6144086
5804,215,190,-955.1177169
5805,220,190,-957.5737253
5806,225,190,-959.9109786
5807,230,190,-962.0805208
5808,235,190,-964.0484961
5809,240,190,-965.8034808
5810,245,190,-967.3678131
5811,250,190,-968.7891571
5812,255,190,-970.1348268
5813,260,190,-971.4605965
5814,265,190,-972.8132717
5815,270,190,-974.2193918
5816,275,190,-975.709087
5817,280,190,-977.3158446
5818,285,190,-979.0938591
5819,290,190,-981.0879112
5820,295,190,-983.2489321
5821,300,190,-985.4636964
5822,305,190,-987.6711181
5823,310,190,-989.8550178
