测点,X,Y,Z
2601,-70,80,-888.5965084
2602,-65,80,-888.5760611
2603,-60,80,-888.5960182
2604,-55,80,-888.6658742
2605,-50,80,-888.7926676
2606,-45,80,-888.9775422
2607,-40,80,-889.2218386
2608,-35,80,-889.5365558
2609,-30,80,-889.9721976
2610,-25,80,-890.6584795
2611,-20,80,-891.8702207
2612,-15,80,-893.9046709
2613,-10,80,-896.631202
2614,-5,80,-899.42241
2615,0,80,-901.9085283
2616,5,80,-904.0773358
2617,10,80,-906.0042987
2618,15,80,-907.7541655
2619,20,80,-909.3649938
2620,25,80,-910.8599147
2621,30,80,-912.2666478
2622,35,80,-913.6390167
2623,40,80,-915.0589715
2624,45,80,-916.6175567
2625,50,80,-918.3929852
2626,55,80,-920.4335177
2627,60,80,-922.7483959
2628,65,80,-925.3120646
2629,70,80,-928.0748035
2630,75,80,-930.9764942
2631,80,80,-933.9571953
2632,85,80,-936.9646292
2633,90,80,-939.9524072
2634,95,80,-942.8779544
2635,100,80,-945.7110194
2636,105,80,-948.4409337
2637,110,80,-951.0603565
2638,115,80,-953.556232
2639,120,80,-955.9037119
2640,125,80,-958.0723246
2641,130,80,-960.0354733
2642,135,80,-961.8305325
2643,140,80,-963.5623007
2644,145,80,-965.338267
2645,150,80,-967.2293833
2646,155,80,-969.2737154
2647,160,80,-971.4726773
2648,165,80,-973.7954161
2649,170,80,-976.1888242
2650,175,80,-978.5845121
2651,180,80,-980.9044601
2652,185,80,-983.0761251
2653,190,80,-985.0512156
2654,195,80,-986.815872
2655,200,80,-988.3775258
2656,205,80,-989.7860407
2657,210,80,-991.0884871
2658,215,80,-992.3198803
2659,220,80,-993.4920276
2660,225,80,-994.6062673
2661,230,80,-995.659529
2662,235,80,-996.6454131
2663,240,80,-997.5592603
2664,245,80,-998.3997219
2665,250,80,-999.1691366
2666,255,80,-999.8730508
2667,260,80,-1000.519265
2668,265,80,-1001.116754
2669,270,80,-1001.674705
2670,275,80,-1002.201799
2671,280,80,-1002.705759
2672,285,80,-1003.193128
2673,290,80,-1003.669219
2674,295,80,-1004.138172
2675,300,80,-1004.603077
2676,305,80,-1005.066129
2677,310,80,-1005.528777
2678,315,80,-1005.991888
2679,320,80,-1006.455877
2680,325,80,-1006.920841
2681,330,80,-1007.386657
2682,335,80,-1007.853078
2683,340,80,-1008.319804
2684,345,80,-1008.786527
2685,350,80,-1009.252977
2686,355,80,-1009.718934
2687,360,80,-1010.18423
2688,365,80,-1010.648743
2689,370,80,-1011.112366
2690,375,80,-1011.574986
2691,380,80,-1012.036442
2692,385,80,-1012.496497
2693,390,80,-1012.95481
2694,395,80,-1013.410918
2695,400,80,-1013.86423
2696,405,80,-1014.314032
2697,410,80,-1014.7595
2698,415,80,-1015.199719
2699,420,80,-1015.633711
2700,425,80,-1016.060456
2701,430,80,-1016.478917
2702,435,80,-1016.888062
2703,440,80,-1017.286888
2704,445,80,-1017.674436
2705,450,80,-1018.049813
2706,455,80,-1018.412212
2707,460,80,-1018.760929
2708,465,80,-1019.095384
2709,470,80,-1019.415135
2710,475,80,-1019.719895
2711,480,80,-1020.009539
2712,485,80,-1020.284103
2713,490,80,-1020.543778
2714,495,80,-1020.788898
2715,500,80,-1021.019919
2716,505,80,-1021.237398
2717,510,80,-1021.441966
2718,-200,85,-879.4258609
2719,-195,85,-880.2530208
2720,-190,85,-881.1044895
2721,-185,85,-881.97581
2722,-180,85,-882.8584974
2723,-175,85,-883.7102521
2724,-170,85,-884.4962376
2725,-165,85,-885.2528629
2726,-160,85,-885.9790302
2727,-155,85,-886.6573836
2728,-150,85,-887.2702686
2729,-145,85,-887.8081794
2730,-140,85,-888.2612051
2731,-135,85,-888.6247366
2732,-130,85,-888.9035339
2733,-125,85,-889.1054633
2734,-120,85,-889.2399636
2735,-115,85,-889.3171709
2736,-110,85,-889.3471649
2737,-105,85,-889.3394639
2738,-100,85,-889.3026258
2739,-95,85,-889.2441424
2740,-90,85,-889.170694
2741,-85,85,-889.0883332
2742,-80,85,-889.0042713
2743,-75,85,-888.9268152
2744,-70,85,-888.8651061
2745,-65,85,-888.8291451
2746,-60,85,-888.8288652
2747,-55,85,-888.8732871
2748,-50,85,-888.9700033
2749,-45,85,-889.1242614
2750,-40,85,-889.3417327
2751,-35,85,-889.6415686
2752,-30,85,-890.0753275
2753,-25,85,-890.7576253
2754,-20,85,-891.8803067
2755,-15,85,-893.6097792
2756,-10,85,-895.8212199
2757,-5,85,-898.1389052
2758,0,85,-900.2628653
2759,5,85,-902.1308334
2760,10,85,-903.7916848
2761,15,85,-905.3053806
2762,20,85,-906.7321536
2763,25,85,-908.1133418
2764,30,85,-909.4897624
2765,35,85,-910.9109352
2766,40,85,-912.4364382
2767,45,85,-914.1302557
2768,50,85,-916.0470155
2769,55,85,-918.2173495
2770,60,85,-920.6399149
2771,65,85,-923.2845514
2772,70,85,-926.0911261
2773,75,85,-928.9952676
2774,80,85,-931.9372022
2775,85,85,-934.866995
2776,90,85,-937.7418487
2777,95,85,-940.5248935
2778,100,85,-943.2002058
2779,105,85,-945.767563
2780,110,85,-948.2355237
2781,115,85,-950.6021726
2782,120,85,-952.8536415
2783,125,85,-954.970601
2784,130,85,-956.9489279
2785,135,85,-958.8369865
2786,140,85,-960.7227791
2787,145,85,-962.6868593
2788,150,85,-964.7868762
2789,155,85,-967.0520616
2790,160,85,-969.4784017
2791,165,85,-972.0332154
2792,170,85,-974.6631867
2793,175,85,-977.2994646
2794,180,85,-979.8545732
2795,185,85,-982.2277193
2796,190,85,-984.3439842
2797,195,85,-986.1783347
2798,200,85,-987.7674376
2799,205,85,-989.1854461
2800,210,85,-990.5008552
2801,215,85,-991.7582346
2802,220,85,-992.9721885
2803,225,85,-994.1355791
2804,230,85,-995.2377987
2805,235,85,-996.2661679
2806,240,85,-997.2123053
2807,245,85,-998.0736894
2808,250,85,-998.8535544
2809,255,85,-999.559676
2810,260,85,-1000.202656
2811,265,85,-1000.794233
2812,270,85,-1001.345939
2813,275,85,-1001.868215
2814,280,85,-1002.369958
2815,285,85,-1002.858369
2816,290,85,-1003.339021
2817,295,85,-1003.816026
2818,300,85,-1004.292248
2819,305,85,-1004.769529
2820,310,85,-1005.248901
2821,315,85,-1005.730774
2822,320,85,-1006.215101
2823,325,85,-1006.701524
2824,330,85,-1007.189489
2825,335,85,-1007.678344
2826,340,85,-1008.167409
2827,345,85,-1008.656037
2828,350,85,-1009.143644
2829,355,85,-1009.629732
2830,360,85,-1010.113889
2831,365,85,-1010.595779
2832,370,85,-1011.075125
2833,375,85,-1011.551676
2834,380,85,-1012.025179
2835,385,85,-1012.495352
2836,390,85,-1012.961852
2837,395,85,-1013.424262
2838,400,85,-1013.882075
2839,405,85,-1014.334699
2840,410,85,-1014.781457
2841,415,85,-1015.2216
2842,420,85,-1015.654327
2843,425,85,-1016.078798
2844,430,85,-1016.49416
2845,435,85,-1016.899556
2846,440,85,-1017.294156
2847,445,85,-1017.677164
2848,450,85,-1018.04784
2849,455,85,-1018.40552
2850,460,85,-1018.749629
2851,465,85,-1019.079696
2852,470,85,-1019.395372
2853,475,85,-1019.696434
2854,480,85,-1019.982799
2855,485,85,-1020.254518
2856,490,85,-1020.511774
2857,495,85,-1020.754874
2858,500,85,-1020.984232
2859,505,85,-1021.200353
2860,510,85,-1021.403813
2861,-200,90,-879.7115144
2862,-195,90,-880.5368616
2863,-190,90,-881.3894598
2864,-185,90,-882.2640474
2865,-180,90,-883.1481419
2866,-175,90,-883.9842735
2867,-170,90,-884.7681709
2868,-165,90,-885.5330019
2869,-160,90,-886.2653218
2870,-155,90,-886.9419078
2871,-150,90,-887.5528489
2872,-145,90,-888.0863284
2873,-140,90,-888.5321971
2874,-135,90,-888.8918236
2875,-130,90,-889.1677903
2876,-125,90,-889.3669672
2877,-120,90,-889.4986357
2878,-115,90,-889.5729122
2879,-110,90,-889.600078
2880,-105,90,-889.5899111
2881,-100,90,-889.5511808
2882,-95,90,-889.4914655
2883,-90,90,-889.4166455
2884,-85,90,-889.3335944
2885,-80,90,-889.2489611
2886,-75,90,-889.1698463
2887,-70,90,-889.1044318
2888,-65,90,-889.0618415
2889,-60,90,-889.0517962
2890,-55,90,-889.0839316
2891,-50,90,-889.1675701
2892,-45,90,-889.3123977
2893,-40,90,-889.5298318
2894,-35,90,-889.841664
2895,-30,90,-890.2955991
2896,-25,90,-890.9753702
2897,-20,90,-891.9922376
2898,-15,90,-893.418321
2899,-10,90,-895.1785497
2900,-5,90,-897.0451703
2901,0,90,-898.8115199
2902,5,90,-900.3959083
2903,10,90,-901.8108776
2904,15,90,-903.1152661
2905,20,90,-904.3871576
2906,25,90,-905.6827986
2907,30,90,-907.0520213
2908,35,90,-908.5347216
2909,40,90,-910.16622
2910,45,90,-911.9811335
2911,50,90,-914.0099831
2912,55,90,-916.2676634
2913,60,90,-918.7445504
2914,65,90,-921.40516
2915,70,90,-924.1951147
2916,75,90,-927.0505119
2917,80,90,-929.9094417
2918,85,90,-932.7209471
2919,90,90,-935.4489153
2920,95,90,-938.0674075
2921,100,90,-940.5726258
2922,105,90,-942.9796728
2923,110,90,-945.3101068
2924,115,90,-947.5741926
2925,120,90,-949.7674948
2926,125,90,-951.8796978
2927,130,90,-953.9196488
2928,135,90,-955.9216781
2929,140,90,-957.957918
2930,145,90,-960.0966173
2931,150,90,-962.3769418
2932,155,90,-964.8229278
2933,160,90,-967.4301127
2934,165,90,-970.1702719
2935,170,90,-972.9980671
2936,175,90,-975.8505247
2937,180,90,-978.6365027
2938,185,90,-981.2297821
2939,190,90,-983.49747
2940,195,90,-985.3945537
2941,200,90,-986.9829427
2942,205,90,-988.4028217
2943,210,90,-989.7450696
2944,215,90,-991.0463438
2945,220,90,-992.3260179
2946,225,90,-993.5636536
2947,230,90,-994.7365417
2948,235,90,-995.8234714
2949,240,90,-996.8117328
2950,245,90,-997.6982765
2951,250,90,-998.488655
2952,255,90,-999.1945539
2953,260,90,-999.8308928
2954,265,90,-1000.413289
2955,270,90,-1000.956285
2956,275,90,-1001.472379
2957,280,90,-1001.97167
2958,285,90,-1002.46191
2959,290,90,-1002.948753
2960,295,90,-1003.436083
2961,300,90,-1003.926357
2962,305,90,-1004.420903
2963,310,90,-1004.920192
2964,315,90,-1005.424066
2965,320,90,-1005.931926
2966,325,90,-1006.442886
2967,330,90,-1006.955905
2968,335,90,-1007.469886
2969,340,90,-1007.98375
2970,345,90,-1008.496496
2971,350,90,-1009.007233
2972,355,90,-1009.515196
2973,360,90,-1010.019751
2974,365,90,-1010.520383
2975,370,90,-1011.016674
2976,375,90,-1011.508275
2977,380,90,-1011.994876
2978,385,90,-1012.476177
2979,390,90,-1012.95186
2980,395,90,-1013.421567
2981,400,90,-1013.884887
2982,405,90,-1014.341346
2983,410,90,-1014.790411
2984,415,90,-1015.231492
2985,420,90,-1015.663954
2986,425,90,-1016.087131
2987,430,90,-1016.500337
2988,435,90,-1016.902888
2989,440,90,-1017.294112
2990,445,90,-1017.673368
2991,450,90,-1018.040062
2992,455,90,-1018.393661
2993,460,90,-1018.73371
2994,465,90,-1019.059841
2995,470,90,-1019.371788
2996,475,90,-1019.669394
2997,480,90,-1019.952614
2998,485,90,-1020.221523
2999,490,90,-1020.476304
3000,495,90,-1020.717249
3001,500,90,-1020.944744
3002,505,90,-1021.159258
3003,510,90,-1021.36133
3004,-200,95,-879.9760775
3005,-195,95,-880.7980483
3006,-190,95,-881.6508342
3007,-185,95,-882.5266995
3008,-180,95,-883.399866
3009,-175,95,-884.2246643
3010,-170,95,-885.0111111
3011,-165,95,-885.7771472
3012,-160,95,-886.502029
3013,-155,95,-887.1708357
3014,-150,95,-887.7717145
3015,-145,95,-888.2933165
3016,-140,95,-888.7302783
3017,-135,95,-889.0830423
3018,-130,95,-889.3536334
3019,-125,95,-889.5485807
3020,-120,95,-889.6770097
3021,-115,95,-889.7492177
3022,-110,95,-889.7756899
3023,-105,95,-889.766368
3024,-100,95,-889.7300747
3025,-95,95,-889.6734548
3026,-90,95,-889.6035558
3027,-85,95,-889.5264541
3028,-80,95,-889.4478619
3029,-75,95,-889.37416
3030,-70,95,-889.3126979
3031,-65,95,-889.2723486
3032,-60,95,-889.2626396
3033,-55,95,-889.2938798
3034,-50,95,-889.3772039
3035,-45,95,-889.5254031
3036,-40,95,-889.7532531
3037,-35,95,-890.082234
3038,-30,95,-890.5478575
3039,-25,95,-891.2029304
3040,-20,95,-892.1022984
3041,-15,95,-893.2762929
3042,-10,95,-894.6780577
3043,-5,95,-896.1719426
3044,0,95,-897.6225607
3045,5,95,-898.9591324
3046,10,95,-900.1741661
3047,15,95,-901.3169664
3048,20,95,-902.4767409
3049,25,95,-903.7139083
3050,30,95,-905.0823187
3051,35,95,-906.6129878
3052,40,95,-908.3204096
3053,45,95,-910.2137035
3054,50,95,-912.3011636
3055,55,95,-914.5850188
3056,60,95,-917.0519852
3057,65,95,-919.6682329
3058,70,95,-922.3820675
3059,75,95,-925.1323948
3060,80,95,-927.8599289
3061,85,95,-930.5148272
3062,90,95,-933.0653376
3063,95,95,-935.5030692
3064,100,95,-937.8384883
3065,105,95,-940.1043268
3066,110,95,-942.334293
3067,115,95,-944.5486
3068,120,95,-946.748674
3069,125,95,-948.9252486
3070,130,95,-951.0773724
3071,135,95,-953.2148414
3072,140,95,-955.389796
3073,145,95,-957.6629779
3074,150,95,-960.0700394
3075,155,95,-962.62939
3076,160,95,-965.3417657
3077,165,95,-968.1903269
3078,170,95,-971.1441758
3079,175,95,-974.1520959
3080,180,95,-977.1271266
3081,185,95,-979.929195
3082,190,95,-982.3634654
3083,195,95,-984.3196215
3084,200,95,-985.9145614
3085,205,95,-987.3452554
3086,210,95,-988.7421862
3087,215,95,-990.1385572
3088,220,95,-991.5290408
3089,225,95,-992.8791434
3090,230,95,-994.1526275
3091,235,95,-995.3183156
3092,240,95,-996.3593423
3093,245,95,-997.27383
3094,250,95,-998.0722457
3095,255,95,-998.7728748
3096,260,95,-999.3971088
3097,265,95,-999.9658085
3098,270,95,-1000.497167
3099,275,95,-1001.005858
3100,280,95,-1001.503021
3101,285,95,-1001.996666
3102,290,95,-1002.492218
3103,295,95,-1002.993056
3104,300,95,-1003.500988
3105,305,95,-1004.016637
3106,310,95,-1004.539768
3107,315,95,-1005.069534
3108,320,95,-1005.60469
3109,325,95,-1006.143759
3110,330,95,-1006.685162
3111,335,95,-1007.227324
3112,340,95,-1007.768752
3113,345,95,-1008.308085
3114,350,95,-1008.844132
3115,355,95,-1009.375883
3116,360,95,-1009.902508
3117,365,95,-1010.423345
3118,370,95,-1010.937873
3119,375,95,-1011.445681
3120,380,95,-1011.946441
3121,385,95,-1012.439865
3122,390,95,-1012.925686
3123,395,95,-1013.403626
3124,400,95,-1013.873377
3125,405,95,-1014.334595
3126,410,95,-1014.786888
3127,415,95,-1015.229821
3128,420,95,-1015.662922
3129,425,95,-1016.085687
3130,430,95,-1016.497594
3131,435,95,-1016.898116
3132,440,95,-1017.286736
3133,445,95,-1017.662958
3134,450,95,-1018.026324
3135,455,95,-1018.376425
3136,460,95,-1018.712918
3137,465,95,-1019.035531
3138,470,95,-1019.344076
3139,475,95,-1019.638459
3140,480,95,-1019.918678
3141,485,95,-1020.18483
3142,490,95,-1020.437109
3143,495,95,-1020.6758
3144,500,95,-1020.901272
3145,505,95,-1021.113971
3146,510,95,-1021.314409
3147,-200,100,-880.2157504
3148,-195,100,-881.0333118
3149,-190,100,-881.8844667
3150,-185,100,-882.7588373
3151,-180,100,-883.620741
3152,-175,100,-884.4346469
3153,-170,100,-885.2183064
3154,-165,100,-885.9764468
3155,-160,100,-886.6871234
3156,-155,100,-887.3409573
3157,-150,100,-887.9276454
3158,-145,100,-888.4342223
3159,-140,100,-888.86024
3160,-135,100,-889.204089
3161,-130,100,-889.4678888
3162,-125,100,-889.6577933
3163,-120,100,-889.7831337
3164,-115,100,-889.8543688
3165,-110,100,-889.8820841
3166,-105,100,-889.8762985
3167,-100,100,-889.8451518
3168,-95,100,-889.7961529
3169,-90,100,-889.7359061
3170,-85,100,-889.6696271
3171,-80,100,-889.602349
3172,-75,100,-889.5397181
3173,-70,100,-889.4891358
3174,-65,100,-889.4587611
3175,-60,100,-889.4579533
3176,-55,100,-889.4975032
3177,-50,100,-889.5897051
3178,-45,100,-889.7486566
3179,-40,100,-889.9898751
3180,-35,100,-890.3313074
3181,-30,100,-890.7955635
3182,-25,100,-891.410265
3183,-20,100,-892.2009244
3184,-15,100,-893.1767944
3185,-10,100,-894.3103132
3186,-5,100,-895.5239441
3187,0,100,-896.7292276
3188,5,100,-897.8697817
3189,10,100,-898.9384731
3190,15,100,-899.9779145
3191,20,100,-901.0655176
3192,25,100,-902.2684663
3193,30,100,-903.6333646
3194,35,100,-905.1830087
3195,40,100,-906.9182517
3196,45,100,-908.8307918
3197,50,100,-910.9127165
3198,55,100,-913.1565793
3199,60,100,-915.5481658
3200,65,100,-918.0583351
3201,70,100,-920.6402676
3202,75,100,-923.2357954
3203,80,100,-925.7876412
3204,85,100,-928.2520451
3205,90,100,-930.6066458
3206,95,100,-932.8561154
3207,100,100,-935.0340858
3208,105,100,-937.1904087
3209,110,100,-939.3742814
3210,115,100,-941.6092142
3211,120,100,-943.8962307
3212,125,100,-946.2032631
3213,130,100,-948.5021554
3214,135,100,-950.7805137
3215,140,100,-953.0705837
3216,145,100,-955.4250292
3217,150,100,-957.8857773
3218,155,100,-960.4735025
3219,160,100,-963.1996451
3220,165,100,-966.0607999
3221,170,100,-969.0401451
3222,175,100,-972.1006099
3223,180,100,-975.1674065
3224,185,100,-978.0935607
3225,190,100,-980.6792691
3226,195,100,-982.7372341
3227,200,100,-984.3885119
3228,205,100,-985.8956828
3229,210,100,-987.4197025
3230,215,100,-988.9872266
3231,220,100,-990.5575737
3232,225,100,-992.0757978
3233,230,100,-993.4894768
3234,235,100,-994.7571629
3235,240,100,-995.860476
3236,245,100,-996.8019512
3237,250,100,-997.601368
3238,255,100,-998.2877309
3239,260,100,-998.8917763
3240,265,100,-999.4410545
3241,270,100,-999.9577645
3242,275,100,-1000.458497
3243,280,100,-1000.954923
3244,285,100,-1001.454779
3245,290,100,-1001.962801
3246,295,100,-1002.481497
3247,300,100,-1003.011755
3248,305,100,-1003.553292
3249,310,100,-1004.105012
3250,315,100,-1004.665273
3251,320,100,-1005.232103
3252,325,100,-1005.803372
3253,330,100,-1006.376924
3254,335,100,-1006.950683
3255,340,100,-1007.52273
3256,345,100,-1008.091351
3257,350,100,-1008.65507
3258,355,100,-1009.212657
3259,360,100,-1009.76312
3260,365,100,-1010.305686
3261,370,100,-1010.839772
3262,375,100,-1011.36495
3263,380,100,-1011.880906
3264,385,100,-1012.387406
3265,390,100,-1012.884259
3266,395,100,-1013.371288
3267,400,100,-1013.848309
3268,405,100,-1014.315112
3269,410,100,-1014.771454
3270,415,100,-1015.217055
3271,420,100,-1015.651598
3272,425,100,-1016.074738
3273,430,100,-1016.486109
3274,435,100,-1016.885336
3275,440,100,-1017.272046
3276,445,100,-1017.64588
3277,450,100,-1018.006509
3278,455,100,-1018.353641
3279,460,100,-1018.687036
3280,465,100,-1019.006514
3281,470,100,-1019.311963
3282,475,100,-1019.603348
3283,480,100,-1019.88071
3284,485,100,-1020.144174
3285,490,100,-1020.393945
3286,495,100,-1020.63031
3287,500,100,-1020.85363
3288,505,100,-1021.064336
3289,510,100,-1021.262925
3290,-200,105,-880.4324061
3291,-195,105,-881.2400857
3292,-190,105,-882.0872911
3293,-185,105,-882.9572647
3294,-180,105,-883.80788
3295,-175,105,-884.6111554
3296,-170,105,-885.3865087
3297,-165,105,-886.1269825
3298,-160,105,-886.819437
3299,-155,105,-887.4555474
3300,-150,105,-888.0231148
3301,-145,105,-888.5146297
3302,-140,105,-888.9279805
3303,-135,105,-889.2618319
3304,-130,105,-889.5182444
3305,-125,105,-889.703417
3306,-120,105,-889.8266094
3307,-115,105,-889.8982043
3308,-110,105,-889.9288173
3309,-105,105,-889.9283027
3310,-100,105,-889.9048338
3311,-95,105,-889.8665919
3312,-90,105,-889.8191625
3313,-85,105,-889.7669608
3314,-80,105,-889.7148269
3315,-75,105,-889.6685333
3316,-70,105,-889.6343562
3317,-65,105,-889.6200367
3318,-60,105,-889.634779
3319,-55,105,-889.6894447
3320,-50,105,-889.7965152
3321,-45,105,-889.9698274
3322,-40,105,-890.2235853
3323,-35,105,-890.5714859
3324,-30,105,-891.0263145
3325,-25,105,-891.6000557
3326,-20,105,-892.3018151
3327,-15,105,-893.1330147
3328,-10,105,-894.0754541
3329,-5,105,-895.089053
3330,0,105,-896.1186444
3331,5,105,-897.1241852
3332,10,105,-898.1027923
3333,15,105,-899.0866824
3334,20,105,-900.1409444
3335,25,105,-901.3250106
3336,30,105,-902.6780689
3337,35,105,-904.2138362
3338,40,105,-905.925906
3339,45,105,-907.7973073
3340,50,105,-909.8114843
3341,55,105,-911.9559759
3342,60,105,-914.2172069
3343,65,105,-916.5708975
3344,70,105,-918.9759954
3345,75,105,-921.3782393
3346,80,105,-923.7231977
3347,85,105,-925.9732493
3348,90,105,-928.1195279
3349,95,105,-930.1861193
3350,100,105,-932.2283433
3351,105,105,-934.3157624
3352,110,105,-936.5116316
3353,115,105,-938.8460198
3354,120,105,-941.2907143
3355,125,105,-943.7722055
3356,130,105,-946.2260109
3357,135,105,-948.6241554
3358,140,105,-950.9859587
3359,145,105,-953.3597159
3360,150,105,-955.7947619
3361,155,105,-958.3261631
3362,160,105,-960.9772178
3363,165,105,-963.7554092
3364,170,105,-966.6533187
3365,175,105,-969.6402491
3366,180,105,-972.6497525
3367,185,105,-975.5587491
3368,190,105,-978.1879697
3369,195,105,-980.3959979
3370,200,105,-982.2300101
3371,205,105,-983.9506773
3372,210,105,-985.7292474
3373,215,105,-987.5705967
3374,220,105,-989.4070883
3375,225,105,-991.1580398
3376,230,105,-992.7578219
3377,235,105,-994.1534032
3378,240,105,-995.3241007
3379,245,105,-996.2842608
3380,250,105,-997.0702728
3381,255,105,-997.727997
3382,260,105,-998.3009855
3383,265,105,-998.8245224
3384,270,105,-999.3244125
3385,275,105,-999.8182045
3386,280,105,-1000.317112
3387,285,105,-1000.827786
3388,290,105,-1001.353681
3389,295,105,-1001.896029
3390,300,105,-1002.454521
3391,305,105,-1003.027786
3392,310,105,-1003.613741
3393,315,105,-1004.209856
3394,320,105,-1004.813368
3395,325,105,-1005.42145
3396,330,105,-1006.031342
3397,335,105,-1006.640454
3398,340,105,-1007.246442
3399,345,105,-1007.847253
3400,350,105,-1008.441149
3401,355,105,-1009.026713
3402,360,105,-1009.602831
3403,365,105,-1010.168667
3404,370,105,-1010.723621
3405,375,105,-1011.267292
3406,380,105,-1011.799428
3407,385,105,-1012.319882
3408,390,105,-1012.828575
3409,395,105,-1013.325457
3410,400,105,-1013.810485
3411,405,105,-1014.283598
3412,410,105,-1014.744706
3413,415,105,-1015.193684
3414,420,105,-1015.630374
3415,425,105,-1016.054582
3416,430,105,-1016.466093
3417,435,105,-1016.864674
3418,440,105,-1017.250091
3419,445,105,-1017.622114
3420,450,105,-1017.980534
3421,455,105,-1018.325171
3422,460,105,-1018.655882
3423,465,105,-1018.972575
3424,470,105,-1019.27521
3425,475,105,-1019.563809
3426,480,105,-1019.838457
3427,485,105,-1020.099308
3428,490,105,-1020.346582
3429,495,105,-1020.580571
3430,500,105,-1020.801632
3431,505,105,-1021.010193
3432,510,105,-1021.206737
3433,-200,110,-880.6192532
3434,-195,110,-881.4166614
3435,-190,110,-882.2573654
3436,-185,110,-883.1200098
3437,-180,110,-883.9571645
3438,-175,110,-884.7514305
3439,-170,110,-885.5132404
3440,-165,110,-886.2319424
3441,-160,110,-886.9023011
3442,-155,110,-887.5179847
3443,-150,110,-888.0649815
3444,-145,110,-888.5401365
3445,-140,110,-888.9407529
3446,-135,110,-889.2651313
3447,-130,110,-889.5150133
3448,-125,110,-889.6963603
3449,-120,110,-889.8184907
3450,-115,110,-889.8915979
3451,-110,110,-889.9263908
3452,-105,110,-889.9321801
3453,-100,110,-889.9185936
3454,-95,110,-889.8927916
3455,-90,110,-889.8596417
3456,-85,110,-889.82397
3457,-80,110,-889.7904579
3458,-75,110,-889.7638894
3459,-70,110,-889.7501074
3460,-65,110,-889.7563306
3461,-60,110,-889.7914213
3462,-55,110,-889.8657586
3463,-50,110,-889.9912053
3464,-45,110,-890.180524
3465,-40,110,-890.4458272
3466,-35,110,-890.7968503
3467,-30,110,-891.2399828
3468,-25,110,-891.7784604
3469,-20,110,-892.4141287
3470,-15,110,-893.1466707
3471,-10,110,-893.9634462
3472,-5,110,-894.8440069
3473,0,110,-895.7577025
3474,5,110,-896.6800016
3475,10,110,-897.6138019
3476,15,110,-898.5830042
3477,20,110,-899.6291497
3478,25,110,-900.8024746
3479,30,110,-902.1358945
3480,35,110,-903.6318432
3481,40,110,-905.2807447
3482,45,110,-907.0635999
3483,50,110,-908.962035
3484,55,110,-910.9631751
3485,60,110,-913.0557532
3486,65,110,-915.2202232
3487,70,110,-917.4207464
3488,75,110,-919.6071776
3489,80,110,-921.7294358
3490,85,110,-923.7574475
3491,90,110,-925.6971101
3492,95,110,-927.5941646
3493,100,110,-929.525381
3494,105,110,-931.587544
3495,110,110,-933.8490384
3496,115,110,-936.3487761
3497,120,110,-938.9878714
3498,125,110,-941.6474332
3499,130,110,-944.2323416
3500,135,110,-946.7031127
3501,140,110,-949.0744374
3502,145,110,-951.3977261
3503,150,110,-953.7366669
3504,155,110,-956.1442211
3505,160,110,-958.6541204
3506,165,110,-961.2791253
3507,170,110,-964.0113033
3508,175,110,-966.8209932
3509,180,110,-969.647448
3510,185,110,-972.402359
3511,190,110,-974.9795781
3512,195,110,-977.2971152
3513,200,110,-979.4177772
3514,205,110,-981.5117069
3515,210,110,-983.68514
3516,215,110,-985.9055001
3517,220,110,-988.0888881
3518,225,110,-990.1456122
3519,230,110,-991.9790783
3520,235,110,-993.5263892
3521,240,110,-994.7613741
3522,245,110,-995.7191128
3523,250,110,-996.4664037
3524,255,110,-997.0748313
3525,260,110,-997.6040792
3526,265,110,-998.0967063
3527,270,110,-998.5801908
3528,275,110,-999.0710397
3529,280,110,-999.5784679
3530,285,110,-1000.107014
3531,290,110,-1000.658224
3532,295,110,-1001.231688
3533,300,110,-1001.825691
3534,305,110,-1002.437645
3535,310,110,-1003.064401
3536,315,110,-1003.702487
3537,320,110,-1004.348312
3538,325,110,-1004.998325
3539,330,110,-1005.649146
3540,335,110,-1006.297673
3541,340,110,-1006.941148
3542,345,110,-1007.577202
3543,350,110,-1008.203873
3544,355,110,-1008.819596
3545,360,110,-1009.423187
3546,365,110,-1010.013798
3547,370,110,-1010.590868
3548,375,110,-1011.154075
3549,380,110,-1011.703277
3550,385,110,-1012.23846
3551,390,110,-1012.759691
3552,395,110,-1013.267077
3553,400,110,-1013.760736
3554,405,110,-1014.24077
3555,410,110,-1014.707252
3556,415,110,-1015.160217
3557,420,110,-1015.599658
3558,425,110,-1016.025534
3559,430,110,-1016.437772
3560,435,110,-1016.836277
3561,440,110,-1017.220943
3562,445,110,-1017.591664
3563,450,110,-1017.948344
3564,455,110,-1018.290906
3565,460,110,-1018.619304
3566,465,110,-1018.933527
3567,470,110,-1019.233605
3568,475,110,-1019.519616
3569,480,110,-1019.791688
3570,485,110,-1020.050005
3571,490,110,-1020.294803
3572,495,110,-1020.526381
3573,500,110,-1020.745097
3574,505,110,-1020.951374
3575,510,110,-1021.145696
3576,-200,115,-880.7756095
3577,-195,115,-881.5621455
3578,-190,115,-882.3938284
3579,-185,115,-883.2464327
3580,-180,115,-884.0697014
3581,-175,115,-884.8550042
3582,-170,115,-885.5970224
3583,-165,115,-886.292889
3584,-160,115,-886.940431
